Protein,Mean OM Protein Peak Area,Mean SC Protein Peak Area,log2(Fold Change),P Value,Adjusted P Value
sp|Q5SSJ5|HP1B3_HUMAN,21729479.14745041,12200071.105226422,-0.8429991314481285,1.5139579772949219e-05,0.0002783710472428479
sp|Q9BVC6|TM109_HUMAN,22558808.050104745,12166039.301295476,-1.0925056349133322,1.765042543411255e-05,0.00030469205632484216
sp|Q4KMQ2|ANO6_HUMAN,14947880.5542064,10662247.317690061,-0.49088379413787486,1.765042543411255e-05,0.00030469205632484216
sp|Q9BWJ5|SF3B5_HUMAN,4386303.700949344,2657683.1714179316,-0.8127846033547109,1.765042543411255e-05,0.00030469205632484216
sp|O43390|HNRPR_HUMAN,278551441.70605224,145455339.1231287,-0.9594117466124141,1.765042543411255e-05,0.00030469205632484216
sp|P52272|HNRPM_HUMAN,143372296.83826593,79152597.89089915,-0.9273143862959035,1.765042543411255e-05,0.00030469205632484216
sp|P06396|GELS_HUMAN / sp|GELS_HUMAN|P06396,1475461275.2656233,2099969579.9961026,0.496398097667529,1.765042543411255e-05,0.00030469205632484216
sp|Q16610|ECM1_HUMAN,60210476.11074612,146278424.53042275,1.3827160982684858,1.765042543411255e-05,0.00030469205632484216
sp|Q15942|ZYX_HUMAN,337945494.5647871,531459947.1271861,0.6237742147485574,1.765042543411255e-05,0.00030469205632484216
sp|Q6QNY1|BL1S2_HUMAN,8968256.380752383,12684968.782601366,0.4530597997377748,1.765042543411255e-05,0.00030469205632484216
sp|P15586|GNS_HUMAN,122194847.12880671,227277073.82883486,0.7999238435090389,1.765042543411255e-05,0.00030469205632484216
sp|Q96NY7|CLIC6_HUMAN,33879556.81146793,62069003.69740965,0.8243572569585894,1.765042543411255e-05,0.00030469205632484216
sp|Q13510|ASAH1_HUMAN,138646685.10315135,283021611.4291007,1.0055984031758893,1.765042543411255e-05,0.00030469205632484216
sp|Q16143|SYUB_HUMAN,63948077.38252963,131058729.08612457,1.0798274020604925,1.765042543411255e-05,0.00030469205632484216
sp|P15880|RS2_HUMAN,129716799.07427539,46260199.94347655,-1.7663462239854397,1.765042543411255e-05,0.00030469205632484216
sp|P55769|NH2L1_HUMAN,12315695.038646525,6197169.042897852,-0.9202555717225573,1.765042543411255e-05,0.00030469205632484216
sp|Q8WUF8|F172A_HUMAN,3613324.441424113,2377927.257765029,-0.6119915701037967,1.765042543411255e-05,0.00030469205632484216
sp|Q6UWY5|OLFL1_HUMAN,11942294.505154934,5661688.447984199,-0.9403903651012427,1.765042543411255e-05,0.00030469205632484216
sp|P31947|1433S_HUMAN,1022292382.2601149,1374745013.1100736,0.38180478440051424,2.0518898963928223e-05,0.0003360757547027015
sp|Q14194|DPYL1_HUMAN,374386765.3965379,262252529.7444642,-0.5785172822108462,2.0518898963928223e-05,0.0003360757547027015
sp|P09455|RET1_HUMAN,12660899.473260598,6505678.982738855,-0.902496644596961,2.0518898963928223e-05,0.0003360757547027015
sp|P11216|PYGB_HUMAN,949311429.5150689,1596486292.270141,0.6832157429458432,2.0518898963928223e-05,0.0003360757547027015
sp|P10809|CH60_HUMAN,699158654.67723,504944295.0856229,-0.4756496685862004,2.0518898963928223e-05,0.0003360757547027015
sp|Q9Y2D5|AKAP2_HUMAN,156388124.28118044,283958237.48106277,0.873250001009793,2.0518898963928223e-05,0.0003360757547027015
sp|P03950|ANGI_HUMAN,31307956.821197424,19828892.942662805,-0.7925840913163466,2.0518898963928223e-05,0.0003360757547027015
sp|Q9HB19|PKHA2_HUMAN,233891.06528662052,563045.5838003368,1.1383316269425714,2.0518898963928223e-05,0.0003360757547027015
sp|Q6UY14|ATL4_HUMAN,6245904.540428599,10611868.770116722,0.7071071142103323,2.0518898963928223e-05,0.0003360757547027015
sp|Q86XE5|HOGA1_HUMAN,2737628.651985486,4844418.224473401,0.7870607495782744,2.0518898963928223e-05,0.0003360757547027015
sp|P62241|RS8_HUMAN,156856960.57904586,55977797.58560199,-1.696389603125882,2.0518898963928223e-05,0.0003360757547027015
sp|Q8N1G4|LRC47_HUMAN,46780109.451195695,28535193.328097623,-0.7385660271029534,2.0518898963928223e-05,0.0003360757547027015
sp|Q9Y2T3|GUAD_HUMAN,3445906.7171948636,8778762.42752848,1.1147197974908143,2.0518898963928223e-05,0.0003360757547027015
sp|Q6UXB8|PI16_HUMAN,16774397.837043827,38903894.66507151,1.0483947838765,2.0518898963928223e-05,0.0003360757547027015
sp|P43251|BTD_HUMAN,46752702.347553134,61344741.230973974,0.44724459856578924,2.0518898963928223e-05,0.0003360757547027015
sp|Q9HCN4|GPN1_HUMAN,730650.4163816002,1431059.4380235027,0.7988276369011892,2.380460500717163e-05,0.0003649785924262513
sp|Q9BV79|MECR_HUMAN,6546946.955128926,8630698.537161646,0.41136572029160334,2.380460500717163e-05,0.0003649785924262513
sp|Q9NRV9|HEBP1_HUMAN,93235473.06999996,145163906.97104305,0.6773370976234391,2.380460500717163e-05,0.0003649785924262513
sp|P12109|CO6A1_HUMAN,96461878.0187327,178036343.4447733,0.7790829037032639,2.380460500717163e-05,0.0003649785924262513
sp|Q15334|L2GL1_HUMAN,69602992.58138876,47638455.800856836,-0.5583753513398785,2.380460500717163e-05,0.0003649785924262513
sp|Q8NHP8|PLBL2_HUMAN,48473707.7353286,105498157.3501838,0.9762032179994499,2.380460500717163e-05,0.0003649785924262513
sp|Q9NRR5|UBQL4_HUMAN,34043476.41248905,47719794.4812373,0.4804056075455998,2.380460500717163e-05,0.0003649785924262513
sp|P25940|CO5A3_HUMAN,1275985.219442293,3342571.550333548,1.471922074616383,2.380460500717163e-05,0.0003649785924262513
sp|Q8N392|RHG18_HUMAN,4825825.240545945,2807165.0305807022,-0.7162421135445104,2.380460500717163e-05,0.0003649785924262513
sp|Q92769|HDAC2_HUMAN,26769270.12862649,16217108.565559668,-0.7408542217551858,2.380460500717163e-05,0.0003649785924262513
sp|P62701|RS4X_HUMAN,193786682.78156355,67018378.19177923,-1.9141897420263827,2.380460500717163e-05,0.0003649785924262513
sp|Q8IXQ3|CI040_HUMAN,7814075.632952326,16966716.084204134,1.044091477580125,2.380460500717163e-05,0.0003649785924262513
sp|THIO_HUMAN|P10599,373624557.8430419,539526463.1603434,0.5092395021905285,2.380460500717163e-05,0.0003649785924262513
sp|P56199|ITA1_HUMAN,51540213.47392837,81513054.74583411,0.6124013523463752,2.380460500717163e-05,0.0003649785924262513
sp|Q86SQ4|AGRG6_HUMAN,492698.2048362376,284898.8105482945,-0.8661668242089428,2.380460500717163e-05,0.0003649785924262513
sp|P49903|SPS1_HUMAN,29620346.22273389,21649767.986993734,-0.4687870153766142,2.380460500717163e-05,0.0003649785924262513
sp|Q06278|AOXA_HUMAN,906149638.0545523,485857154.8359009,-1.0597704869746,2.380460500717163e-05,0.0003649785924262513
sp|Q08170|SRSF4_HUMAN,29911730.25891738,18285639.76858118,-0.698995278051964,2.380460500717163e-05,0.0003649785924262513
sp|Q13867|BLMH_HUMAN,26552196.03615037,41592196.933661126,0.5888830983431895,2.380460500717163e-05,0.0003649785924262513
sp|P20810|ICAL_HUMAN,338070945.36674637,476769697.45669377,0.5611665699710645,2.380460500717163e-05,0.0003649785924262513
sp|Q9BRT3|MIEN1_HUMAN,8319797.533540688,10692438.24622442,0.3693319513518822,2.7544796466827393e-05,0.0004042430527348766
sp|P47989|XDH_HUMAN,69931136.64744775,40674534.67645444,-0.984231547253368,2.7544796466827393e-05,0.0004042430527348766
sp|Q9BY43|CHM4A_HUMAN,86796877.68764345,130416903.95423932,0.6644159759334822,2.7544796466827393e-05,0.0004042430527348766
sp|Q14117|DPYS_HUMAN,118757396.76608005,77245111.27307819,-0.6210866358189644,2.7544796466827393e-05,0.0004042430527348766
sp|Q9NS86|LANC2_HUMAN,24273551.239911415,32464364.02303214,0.40084689984866057,2.7544796466827393e-05,0.0004042430527348766
sp|Q13557|KCC2D_HUMAN,49657074.823990695,28892172.819881797,-0.8031171511549109,2.7544796466827393e-05,0.0004042430527348766
sp|Q16629|SRSF7_HUMAN,25418186.098287165,10957146.001145031,-1.2329226233347537,2.7544796466827393e-05,0.0004042430527348766
sp|Q9NP81|SYSM_HUMAN,8889431.283338653,5594638.282718179,-0.6918082735037572,2.7544796466827393e-05,0.0004042430527348766
sp|Q6P1J9|CDC73_HUMAN,153388.71927599376,62483.139731311436,-1.3511478979256568,2.7544796466827393e-05,0.0004042430527348766
sp|Q53EL6|PDCD4_HUMAN,2609432.792036514,1669317.4030768261,-0.7259046877606858,2.7544796466827393e-05,0.0004042430527348766
sp|Q96AJ9|VTI1A_HUMAN,144212316.87779063,222573278.14700657,1.5694368071016793,2.7544796466827393e-05,0.0004042430527348766
sp|Q8TD55|PKHO2_HUMAN,36434902.420930706,50470642.6060823,0.4175891627960964,2.7544796466827393e-05,0.0004042430527348766
sp|P62753|RS6_HUMAN,88550312.6481594,38391271.11613781,-1.3382995876345074,2.7544796466827393e-05,0.0004042430527348766
sp|Q06481|APLP2_HUMAN,12077176.333715366,19200111.755156953,0.823297274600746,2.7544796466827393e-05,0.0004042430527348766
sp|Q2M2I8|AAK1_HUMAN,2533762.617110242,3796420.592401675,0.617189595277868,3.17990779876709e-05,0.000447518402530301
sp|P62266|RS23_HUMAN,36798076.24452263,12719851.743406309,-1.8834854903468536,3.17990779876709e-05,0.000447518402530301
sp|Q8TAV4|STML3_HUMAN,12712426.703636447,20333625.971694898,0.7301590107720359,3.17990779876709e-05,0.000447518402530301
sp|P62851|RS25_HUMAN,138814011.19422534,62490737.473760106,-1.3407284371641357,3.17990779876709e-05,0.000447518402530301
sp|Q08AF3|SLFN5_HUMAN,609305.2038245994,395725.8595149088,-0.6644151614860464,3.17990779876709e-05,0.000447518402530301
sp|Q9NQ39|RS10L_HUMAN,26893387.767212324,14389709.20798571,-0.953874496309064,3.17990779876709e-05,0.000447518402530301
sp|P09382|LEG1_HUMAN,2505819825.5914693,3461462170.352231,0.4957582929623642,3.17990779876709e-05,0.000447518402530301
sp|Q7Z7H3|CATIP_HUMAN,8742089.836692864,14617138.979129147,0.8194042127230933,3.17990779876709e-05,0.000447518402530301
sp|O76031|CLPX_HUMAN,2084533.7099486038,5843667.085639873,1.4403258900776426,3.17990779876709e-05,0.000447518402530301
sp|Q8WVV9|HNRLL_HUMAN,29541999.285536777,16875161.736792583,-0.9061825446816105,3.17990779876709e-05,0.000447518402530301
sp|P06737|PYGL_HUMAN,1924411971.460544,3128368338.624227,0.607874375834772,3.17990779876709e-05,0.000447518402530301
sp|Q8N1W1|ARG28_HUMAN,2906012.753737398,5906982.985797691,1.0890939427081643,3.17990779876709e-05,0.000447518402530301
sp|Q3SY69|AL1L2_HUMAN,213479452.441746,120447560.86494228,-0.8796651534183434,3.17990779876709e-05,0.000447518402530301
sp|P17066|HSP76_HUMAN,1927256228.3800094,1446976306.4912689,-0.3575626078132784,3.17990779876709e-05,0.000447518402530301
sp|P16671|CD36_HUMAN,682488894.8586743,1415558895.0298564,1.0834710655982929,3.663450479507446e-05,0.0004966355607671253
sp|Q12841|FSTL1_HUMAN,15785909.28351635,30026750.22700265,0.9082649985669214,3.663450479507446e-05,0.0004966355607671253
sp|P08708|RS17_HUMAN,46590143.13989185,20549007.394042492,-1.3663655349917359,3.663450479507446e-05,0.0004966355607671253
sp|P05090|APOD_HUMAN,193830713.30211288,337138718.36099786,0.8562561907076499,3.663450479507446e-05,0.0004966355607671253
sp|Q7Z417|NUFP2_HUMAN,3930661.4052037573,6695871.794591228,0.7332839108596643,3.663450479507446e-05,0.0004966355607671253
sp|Q53H82|LACB2_HUMAN,22620128.608542,32214795.43420688,0.48826831465916015,3.663450479507446e-05,0.0004966355607671253
sp|P84103|SRSF3_HUMAN,93466262.2405641,45275616.72936468,-0.9999019282502254,3.663450479507446e-05,0.0004966355607671253
sp|P42330|AK1C3_HUMAN,1250049307.5325239,3304296878.395674,1.307424633504904,3.663450479507446e-05,0.0004966355607671253
sp|P61587|RND3_HUMAN,740934.8559293778,1335532.0072246843,0.816352373303508,3.663450479507446e-05,0.0004966355607671253
sp|P61026|RAB10_HUMAN,124573420.5226538,154702754.2228067,0.311886053001457,3.663450479507446e-05,0.0004966355607671253
sp|Q16620|NTRK2_HUMAN,274090.5712422459,509187.6158817313,0.993193957231668,3.663450479507446e-05,0.0004966355607671253
sp|O60763|USO1_HUMAN,16140366.548586646,22140993.62998296,0.44576078519652806,3.663450479507446e-05,0.0004966355607671253
sp|P08913|ADA2A_HUMAN,334280.9520611178,803113.032253732,1.2919865790942748,3.663450479507446e-05,0.0004966355607671253
sp|Q6NZI2|CAVN1_HUMAN,2232328115.2028356,3640512952.8201838,0.679119721613085,4.2110681533813477e-05,0.0005476671021159102
sp|Q9Y6T7|DGKB_HUMAN,1939121.0767914958,4011140.987182101,0.3548685466736964,4.2110681533813477e-05,0.0005476671021159102
sp|Q96DB5|RMD1_HUMAN,22923874.97461926,34177736.58385769,0.5644245208547499,4.2110681533813477e-05,0.0005476671021159102
sp|Q9UNL2|SSRG_HUMAN,784808.0859191855,407170.9568731548,-1.6172678657202606,4.2110681533813477e-05,0.0005476671021159102
sp|P22307|SCP2_HUMAN,99340424.27105764,137522290.45212314,0.44380233913262845,4.2110681533813477e-05,0.0005476671021159102
sp|P22570|ADRO_HUMAN,43598680.97807228,27113347.676491924,-0.6172163669624429,4.2110681533813477e-05,0.0005476671021159102
sp|P34059|GALNS_HUMAN,8676135.322339753,18596715.55088068,0.9497998302404213,4.2110681533813477e-05,0.0005476671021159102
sp|P47813|IF1AX_HUMAN,16553885.295719123,10585641.366648478,-0.6978730660233966,4.2110681533813477e-05,0.0005476671021159102
sp|P62857|RS28_HUMAN,76322990.52437508,40077401.845161125,-1.0525544365166322,4.2110681533813477e-05,0.0005476671021159102
sp|P28074|PSB5_HUMAN,192016626.5682843,312986675.8497662,0.6575011668563144,4.2110681533813477e-05,0.0005476671021159102
sp|Q08623|HDHD1_HUMAN,7724740.983443521,5533496.101260942,-0.5038322822674106,4.2110681533813477e-05,0.0005476671021159102
sp|P28072|PSB6_HUMAN,183941254.4951032,284907188.1114821,0.5980230719424997,4.2110681533813477e-05,0.0005476671021159102
