Protein,Mean OM Protein Peak Area,Mean SC Protein Peak Area,log2(Fold Change),P Value,Adjusted P Value
sp|Q9NQT8|KI13B_HUMAN,6649136.030439298,6570122.504462504,-0.02807177597983603,0.7113664001226425,0.805532646103955
sp|Q16570|ACKR1_HUMAN,1282792.6069546167,1487072.8323656619,-0.03628773749933908,0.7113664001226425,0.805532646103955
sp|O75083|WDR1_HUMAN,732637610.8058897,757028565.2897772,0.009077754739311007,0.7113664001226425,0.805532646103955
sp|Q13641|TPBG_HUMAN,5209416.179869131,5261294.091960021,-0.04877788074783549,0.7113664001226425,0.805532646103955
sp|Q9NQ48|LZTL1_HUMAN,14148867.643805739,14011805.582643798,-0.04702309106484307,0.7113664001226425,0.805532646103955
sp|A8MQB3|CQ051_HUMAN,463207.92435787746,434661.9583061355,-0.3210399140922142,0.7113664001226425,0.805532646103955
sp|Q00059|TFAM_HUMAN,971000.1860145448,1002506.7676830834,0.1284649575903216,0.7113664001226425,0.805532646103955
sp|Q96AY3|FKB10_HUMAN,39926954.15290405,38942827.20954459,-0.17639641488217167,0.7113664001226425,0.805532646103955
sp|O95777|LSM8_HUMAN,13130831.152306315,14638709.81004181,0.09263281554571841,0.7113664001226425,0.805532646103955
sp|Q86TI2|DPP9_HUMAN,128185752.4052762,125164559.25390884,-0.09747631054197879,0.7113664001226425,0.805532646103955
sp|A0A0C4DH55|KVD07_HUMAN,10681088.249731166,10729597.639352977,0.04659019162050699,0.7281656339764595,0.8189516938019755
sp|P36980|FHR2_HUMAN,78426859.85411732,83035686.69852899,-0.0020455070209605846,0.7281656339764595,0.8189516938019755
sp|O00161|SNP23_HUMAN,3518181.3600491933,3626603.5975530283,-0.03502878386682883,0.7281656339764595,0.8189516938019755
sp|Q14204|DYHC1_HUMAN,59014490.01753888,64025464.81465306,0.06853621653403216,0.7281656339764595,0.8189516938019755
sp|Q9H098|F107B_HUMAN,6180814.163720767,6711633.326909666,-0.010673939416696256,0.7281656339764595,0.8189516938019755
sp|Q9NPJ3|ACO13_HUMAN,56432557.03940142,55361430.95264196,-0.0029054792196746442,0.7281656339764595,0.8189516938019755
sp|P62993|GRB2_HUMAN,68628857.40452187,67349266.511822,-0.08559544038902138,0.7281656339764595,0.8189516938019755
sp|Q9UGP8|SEC63_HUMAN,1213321.369924664,1253952.8129828034,-0.05755971533471758,0.7281656339764595,0.8189516938019755
sp|Q9Y5F6|PCDGM_HUMAN,572836.5873185951,558340.9830798756,0.0028462088240140022,0.7281656339764595,0.8189516938019755
sp|Q9HD26|GOPC_HUMAN,4799448.060737046,5348758.864683763,0.2249388534135355,0.7281656339764595,0.8189516938019755
sp|Q9UHQ9|NB5R1_HUMAN,17844564.478051238,18225282.511113483,-0.001550213961692411,0.7281656339764595,0.8189516938019755
sp|Q9UM00|TMCO1_HUMAN,4671384.220543372,4530103.974359324,-0.10110286117328257,0.7281656339764595,0.8189516938019755
sp|Q9Y3P9|RBGP1_HUMAN,4828574.544828177,1270622.3079495071,-0.6404334575275394,0.7281656339764595,0.8189516938019755
sp|P35527|K1C9_HUMAN,216042157.40618,145188370.32993025,0.052788520463732135,0.7281656339764595,0.8189516938019755
sp|Q08752|PPID_HUMAN,35925031.648151346,36517821.19295319,0.023762128513085488,0.7281656339764595,0.8189516938019755
sp|P0CAP2|GRL1A_HUMAN,769179.9972801168,803069.1157381668,-0.1067187767370896,0.7281656339764595,0.8189516938019755
sp|Q14573|ITPR3_HUMAN,7459575.881237837,7697371.164524873,0.013004472748067814,0.7281656339764595,0.8189516938019755
sp|O43301|HS12A_HUMAN,44730086.494177625,46022828.2859802,-0.07357108519246457,0.7281656339764595,0.8189516938019755
sp|O15305|PMM2_HUMAN,37785673.1838017,38525390.10389309,0.015220315252275074,0.7281656339764595,0.8189516938019755
sp|Q92820|GGH_HUMAN,12366775.645442914,12920753.317153392,-0.0034255370853426797,0.7281656339764595,0.8189516938019755
sp|Q9NWH9|SLTM_HUMAN,120259.29911336103,141377.3015759288,0.012171616024307117,0.7281656339764595,0.8189516938019755
sp|P20160|CAP7_HUMAN,49480391.567700036,156545813.73633543,-0.06619648905867882,0.7281656339764595,0.8189516938019755
sp|Q13541|4EBP1_HUMAN,5275620.898023565,4567390.227437358,-0.06181974616382517,0.7281656339764595,0.8189516938019755
sp|Q9BYN8|RT26_HUMAN,2340375.9770826628,2318076.2750576125,0.05368691316866109,0.7281656339764595,0.8189516938019755
sp|Q13428|TCOF_HUMAN,41894979.96141617,41640059.33279449,-0.06753021487542518,0.7281656339764595,0.8189516938019755
sp|Q96SM3|CPXM1_HUMAN,7563863.57015694,7582836.419985385,-0.02023035900536762,0.7281656339764595,0.8189516938019755
sp|P52790|HXK3_HUMAN,40627892.70806145,53287430.99878473,0.1477732258769817,0.7281656339764595,0.8189516938019755
sp|Q8WV41|SNX33_HUMAN,3277176.321928896,3783911.6522962004,0.05992378085745691,0.7281656339764595,0.8189516938019755
sp|Q8IYM1|SEP12_HUMAN,1804266.8380496663,1809509.7632773542,0.03296237649898207,0.7281656339764595,0.8189516938019755
sp|Q96P48|ARAP1_HUMAN,175174.13491366035,214177.01738322125,1.2633540791184643,0.7450922578573227,0.8300134042379971
sp|O75351|VPS4B_HUMAN,2645130.0468973415,2780190.063442598,0.03214703592623851,0.7450922578573227,0.8300134042379971
sp|Q9H4M9|EHD1_HUMAN,31804673.38166209,31017533.62816421,-0.03479985152926117,0.7450922578573227,0.8300134042379971
sp|Q9Y2B0|CNPY2_HUMAN,79665387.73009174,78300130.08625777,-0.09728638787393569,0.7450922578573227,0.8300134042379971
sp|GSTP1_HUMAN|P09211,1854903301.4576523,2034066707.7158105,0.012054392956149806,0.7450922578573227,0.8300134042379971
sp|P62333|PRS10_HUMAN,32985052.08539998,37219048.498758316,0.09152532398229986,0.7450922578573227,0.8300134042379971
sp|O75521|ECI2_HUMAN,11731146.32759597,11276729.59369252,-0.04636891114835391,0.7450922578573227,0.8300134042379971
sp|Q15024|EXOS7_HUMAN,1948847.0771214503,1882585.032509547,-0.08827775881666053,0.7450922578573227,0.8300134042379971
sp|Q96M83|CCDC7_HUMAN,2101217.0527751246,2302493.6789341033,-0.24191781315016417,0.7450922578573227,0.8300134042379971
sp|P20851|C4BPB_HUMAN,16789746.5679075,21242790.175367754,-0.08428619952267512,0.7450922578573227,0.8300134042379971
sp|Q9Y2J8|PADI2_HUMAN,596141.3575984064,1296550.4598376246,-0.05389059033915019,0.7450922578573227,0.8300134042379971
sp|Q8NEL9|DDHD1_HUMAN,27570700.32668217,31652170.559545614,0.054822464947768115,0.7450922578573227,0.8300134042379971
sp|Q9NR19|ACSA_HUMAN,87061066.32541463,101601860.5524476,-0.12717130729859985,0.7450922578573227,0.8300134042379971
sp|P42768|WASP_HUMAN,571990.347543409,910799.1056103065,0.04113136470928908,0.7450922578573227,0.8300134042379971
sp|Q9BZV2|S19A3_HUMAN,1364751.3345588432,1356613.874742141,-0.05110802807224667,0.7450922578573227,0.8300134042379971
sp|Q13459|MYO9B_HUMAN,512246.7696930008,645697.7212266327,0.15136415025213967,0.7450922578573227,0.8300134042379971
sp|P19256|LFA3_HUMAN,5487974.427664138,5801257.811657777,0.0548867215861888,0.7450922578573227,0.8300134042379971
sp|Q32P28|P3H1_HUMAN,4931450.480195002,5052673.58338329,-0.14985239594687477,0.7450922578573227,0.8300134042379971
sp|Q96JM3|CHAP1_HUMAN,826835.7387634888,581483.1844467261,-0.15651936932567106,0.7450922578573227,0.8300134042379971
sp|Q8IWB7|WDFY1_HUMAN,29412295.823761713,29241130.80060802,-0.005107399015382401,0.7450922578573227,0.8300134042379971
sp|P14927|QCR7_HUMAN,16373545.719509896,13958516.370979095,-0.016385426896046922,0.7450922578573227,0.8300134042379971
sp|Q5JNZ3|ZN311_HUMAN,182745.62483634058,174389.56458561588,-0.4040605293545316,0.7450922578573227,0.8300134042379971
sp|Q7L9B9|EEPD1_HUMAN,800030.5040576768,563745.1899926201,0.3126884725091359,0.7450922578573227,0.8300134042379971
sp|Q8N2S1|LTBP4_HUMAN,49410999.70811819,46866936.40731981,-0.16945606053631032,0.7450922578573227,0.8300134042379971
sp|Q8TCJ2|STT3B_HUMAN,2418129.6598413535,2500219.8356369925,-0.015564962515264078,0.7450922578573227,0.8300134042379971
sp|Q9HBL8|NMRL1_HUMAN,9581996.323572936,8789596.322166804,-0.2747635616107675,0.7450922578573227,0.8300134042379971
sp|Q9NQ29|LUC7L_HUMAN,20157666.427958008,20978714.599790487,0.037857941641860925,0.7450922578573227,0.8300134042379971
sp|Q9Y693|LHPL6_HUMAN,4177394.0558311334,4205081.299624687,0.04885161405879642,0.7450922578573227,0.8300134042379971
sp|O60516|4EBP3_HUMAN,858974.0168558259,844889.138008423,-0.07502248715582129,0.7450922578573227,0.8300134042379971
sp|Q9BYD1|RM13_HUMAN,4895290.171096629,5128162.343312238,-0.060661298127928344,0.7450922578573227,0.8300134042379971
sp|Q5T6F2|UBAP2_HUMAN,2100179.670577861,2275159.23759582,0.003409489829828523,0.7450922578573227,0.8300134042379971
sp|Q92995|UBP13_HUMAN,16939841.733660374,17433473.560781695,0.023796451374739576,0.7450922578573227,0.8300134042379971
sp|Q9NRL3|STRN4_HUMAN,4746463.260639319,4768044.657065099,0.030834040695953528,0.7450922578573227,0.8300134042379971
sp|P27338|AOFB_HUMAN,88227118.12973662,85713869.36378077,-0.12120937046572197,0.7450922578573227,0.8300134042379971
sp|Q9BT78|CSN4_HUMAN,37733355.78565211,40118650.4979528,0.04005079412970046,0.7450922578573227,0.8300134042379971
sp|P38571|LICH_HUMAN,2252803.1791204093,2612814.846320798,0.0731262337600714,0.7450922578573227,0.8300134042379971
sp|Q13158|FADD_HUMAN,459685.28638716135,446116.85505663446,-0.21340065823652118,0.7450922578573227,0.8300134042379971
sp|P52948|NUP98_HUMAN,15705959.40276013,15883034.997105312,-0.03879716585813905,0.7450922578573227,0.8300134042379971
sp|P56524|HDAC4_HUMAN,2316653.731701796,2216209.1911139726,-0.21378665943501435,0.7450922578573227,0.8300134042379971
sp|P14324|FPPS_HUMAN,14502790.910005884,15151318.484493624,-0.007002972129467893,0.7450922578573227,0.8300134042379971
sp|Q5VZ66|JKIP3_HUMAN,27570700.32668217,31652170.559545614,0.054822464947768115,0.7450922578573227,0.8300134042379971
sp|Q99963|SH3G3_HUMAN,12829041.702296903,14682445.47977814,-0.06726087924770359,0.7621389999985695,0.8415796274719594
sp|P01860|IGHG3_HUMAN,31496725629.01661,32492665895.012856,0.06402716829309947,0.7621389999985695,0.8415796274719594
sp|Q8TEB1|DCA11_HUMAN,768602.2011822943,771189.5631929219,0.04965963748660356,0.7621389999985695,0.8415796274719594
sp|Q9Y6W3|CAN7_HUMAN,1965178.563427758,1798128.231301924,-0.15222007538365392,0.7621389999985695,0.8415796274719594
sp|Q9UBN7|HDAC6_HUMAN,6301576.813053193,6289599.56956963,0.04190740713279264,0.7621389999985695,0.8415796274719594
sp|O95399|UTS2_HUMAN,187681214.58274838,181521428.6115196,-0.05242283221257117,0.7621389999985695,0.8415796274719594
sp|P02792|FRIL_HUMAN,145913102.5550422,116030804.86165822,-0.26834505065122854,0.7621389999985695,0.8415796274719594
sp|P01861|IGHG4_HUMAN,19519357320.322483,19940458095.396717,0.048807165877035534,0.7621389999985695,0.8415796274719594
sp|Q02224|CENPE_HUMAN,1152879.8752039033,1181800.4089576467,0.10016903832209627,0.7621389999985695,0.8415796274719594
sp|P02776|PLF4_HUMAN,6506858.177379993,12945622.202242006,-0.3852618636433964,0.7621389999985695,0.8415796274719594
sp|Q9NZL9|MAT2B_HUMAN,73428675.11737359,77174921.2257625,-0.07656790431281776,0.7621389999985695,0.8415796274719594
sp|O94979|SC31A_HUMAN,22764683.898692258,23496571.916230235,0.056252720979614056,0.7621389999985695,0.8415796274719594
sp|P02760|AMBP_HUMAN,936489836.9450179,971472140.3119725,0.00038886205216810487,0.7621389999985695,0.8415796274719594
sp|P04433|KV311_HUMAN / sp|A0A0A0MRZ8|KVD11_HUMAN,511374694.68705976,502102618.76348734,0.06484073013968569,0.7621389999985695,0.8415796274719594
sp|Q9BZE9|ASPC1_HUMAN,40708273.28219263,41215868.334995694,-0.002631120906489554,0.7621389999985695,0.8415796274719594
sp|A0A1B0GUA7|TEX51_HUMAN,2014506.9652194232,1947949.2751888302,-0.8176487205473248,0.7621389999985695,0.8415796274719594
sp|Q9UNE7|CHIP_HUMAN,7704947.332617755,7448340.719638435,-0.06294594910975325,0.7621389999985695,0.8415796274719594
sp|Q9NTX5|ECHD1_HUMAN,53783759.17020259,59749230.11466657,-0.009317167254425574,0.7621389999985695,0.8415796274719594
sp|P24557|THAS_HUMAN,450338.11488671316,552334.1884307902,0.042082097975682235,0.7621389999985695,0.8415796274719594
sp|Q96C23|GALM_HUMAN,54956073.30123206,64915917.88849983,0.025098552578864414,0.7621389999985695,0.8415796274719594
sp|P0CF74|IGLC6_HUMAN,8693027128.290344,9018661657.954632,0.08848188688931165,0.7621389999985695,0.8415796274719594
sp|Q9GZY8|MFF_HUMAN,2881939.5876422045,2887601.3223367496,-0.04109096807123225,0.7621389999985695,0.8415796274719594
sp|Q15800|MSMO1_HUMAN,649032.4853839015,724873.4893365408,0.07947882199308966,0.7621389999985695,0.8415796274719594
sp|P47914|RL29_HUMAN,40917274.86170388,38923606.71986143,-0.0818797755228535,0.7621389999985695,0.8415796274719594
sp|Q9Y3B7|RM11_HUMAN,25360721.063169874,24819343.709712658,-0.04215258093466101,0.7621389999985695,0.8415796274719594
sp|P09211|GSTP1_HUMAN,1505070865.8679748,1633026236.684215,-0.01632201776823983,0.7621389999985695,0.8415796274719594
sp|P10768|ESTD_HUMAN,615282491.4256457,713216164.948241,0.10088352221376369,0.7621389999985695,0.8415796274719594
sp|P10646|TFPI1_HUMAN,1543378.6889428396,1489688.6052361142,-0.0747107472442431,0.7621389999985695,0.8415796274719594
sp|P22061|PIMT_HUMAN,141157805.35254046,137505671.643949,-0.27953456464973214,0.7621389999985695,0.8415796274719594
sp|Q5RKV6|EXOS6_HUMAN,941883.812501537,1178255.2563217625,0.0966872750939108,0.7621389999985695,0.8415796274719594
sp|P49757|NUMB_HUMAN,970702.5958471738,1123867.7925216292,0.06851446991693196,0.7621389999985695,0.8415796274719594
sp|P28289|TMOD1_HUMAN,28736148.10620643,27967976.188219257,-0.21120695025899586,0.7621389999985695,0.8415796274719594
sp|Q9UNW9|NOVA2_HUMAN,6606768.949798681,6994280.701707224,0.0011764631160893818,0.7621389999985695,0.8415796274719594
sp|P29536|LMOD1_HUMAN,32655341.080711268,31739551.38560855,-0.07131296805763222,0.7621389999985695,0.8415796274719594
sp|Q96A73|P33MX_HUMAN,3299757.848363551,2759205.0030304873,-0.1467906806191073,0.7621389999985695,0.8415796274719594
sp|Q15365|PCBP1_HUMAN,107228355.96334815,112324508.63252668,0.015790212815828656,0.7621389999985695,0.8415796274719594
sp|Q14914|PTGR1_HUMAN,169148079.2611763,187508779.4005724,-0.02278159878052515,0.7621389999985695,0.8415796274719594
sp|Q9Y281|COF2_HUMAN,443190607.80956995,451915825.224026,0.04645787069837528,0.7621389999985695,0.8415796274719594
sp|A0A0C4DH25|KVD20_HUMAN,321682642.2675913,334486029.89351374,0.11030975560973869,0.7792982533574104,0.8552143420677367
sp|P20339|RAB5A_HUMAN,29835026.327510767,29626879.703519028,-0.025942478800017592,0.7792982533574104,0.8552143420677367
sp|Q6ZMQ8|LMTK1_HUMAN,5062025.293627204,5784297.701274654,0.605412631965911,0.7792982533574104,0.8552143420677367
sp|Q86V81|THOC4_HUMAN,52836929.935008,55498857.4690451,-0.04690860143132155,0.7792982533574104,0.8552143420677367
sp|Q9NZM1|MYOF_HUMAN,64835414.76387509,63611057.324138105,-0.02327263350130703,0.7792982533574104,0.8552143420677367
sp|Q9H2S9|IKZF4_HUMAN,302094.68076332967,311837.7984901504,-0.08185223274629642,0.7792982533574104,0.8552143420677367
sp|Q8TF27|AGA11_HUMAN / sp|A6NIR3|AGAP5_HUMAN / sp|Q9UPQ3|AGAP1_HUMAN,2204909.720577501,10891449.479461163,0.3624844205645819,0.7792982533574104,0.8552143420677367
sp|Q9NS71|GKN1_HUMAN,22190910.56171233,3211012.0220771567,-0.34595545994035026,0.7792982533574104,0.8552143420677367
sp|P04180|LCAT_HUMAN,9394679.786825838,9949714.076400334,-0.07500646719390693,0.7792982533574104,0.8552143420677367
sp|P04350|TBB4A_HUMAN,795681500.9707235,862446163.2471882,0.03889356088270722,0.7792982533574104,0.8552143420677367
sp|P43003|EAA1_HUMAN,392777.7790103576,423658.41238541424,-0.062222610487049516,0.7792982533574104,0.8552143420677367
sp|Q8NFI3|ENASE_HUMAN,16413989.73935078,16475253.187648246,0.008440936700221505,0.7792982533574104,0.8552143420677367
sp|P20340|RAB6A_HUMAN,75542115.9288942,79305891.17451695,0.04766310935080772,0.7792982533574104,0.8552143420677367
sp|P14672|GLUT4_HUMAN,4262114.25609658,4628857.845889338,0.04342374242239634,0.7792982533574104,0.8552143420677367
sp|Q8N7H5|PAF1_HUMAN,856954.7981798375,1094497.9431368667,0.21189487831762138,0.7792982533574104,0.8552143420677367
sp|O60637|TSN3_HUMAN,4728883.466957395,3778501.885851038,-0.07085668120102181,0.7792982533574104,0.8552143420677367
sp|P07437|TBB5_HUMAN,864996054.9374751,905841286.6061753,-0.0060221552777860315,0.7792982533574104,0.8552143420677367
sp|Q9Y3A5|SBDS_HUMAN,14947121.2663493,14878588.77234489,-0.04223460394942475,0.7792982533574104,0.8552143420677367
sp|P06753|TPM3_HUMAN,1637771944.9424863,1564734305.8142838,-0.021478035041561105,0.7792982533574104,0.8552143420677367
sp|Q8IZ73|RUSD2_HUMAN,854931.1369132611,858892.0432592732,0.040503751726303446,0.7792982533574104,0.8552143420677367
sp|Q16658|FSCN1_HUMAN,537268152.9662703,544830087.8748767,-0.0363603781635679,0.7792982533574104,0.8552143420677367
sp|Q9Y2S6|TMA7_HUMAN,6036047.5341334585,6907325.238079135,-0.0012540833841819215,0.7792982533574104,0.8552143420677367
sp|P01704|LV214_HUMAN,32870464.358563785,32269289.74730993,0.10400270155326781,0.7792982533574104,0.8552143420677367
sp|P36406|TRI23_HUMAN,45319512.46574066,48962095.35154633,-0.008146927776246416,0.7792982533574104,0.8552143420677367
sp|Q9BTU6|P4K2A_HUMAN,6348783.053891885,6690146.302922835,0.07179418638322524,0.7792982533574104,0.8552143420677367
sp|P28062|PSB8_HUMAN,86597908.91073132,88913768.68148236,-0.17958732115395368,0.7792982533574104,0.8552143420677367
sp|Q9HAV7|GRPE1_HUMAN,2068752.1079884912,2059556.5356895314,-0.04299201193048573,0.7792982533574104,0.8552143420677367
sp|Q8NBF2|NHLC2_HUMAN,45036950.989701465,46643783.65862067,0.03315533639200029,0.7965622618794441,0.867219213874649
sp|Q13951|PEBB_HUMAN,966719.087151257,1125034.6164730622,0.156110347709636,0.7965622618794441,0.867219213874649
sp|Q7Z406|MYH14_HUMAN,58435160.69692329,60600686.609616585,0.04460906509105706,0.7965622618794441,0.867219213874649
sp|P32121|ARRB2_HUMAN,6473124.0837804135,6896632.180942057,0.05246510051154283,0.7965622618794441,0.867219213874649
sp|Q9BPY8|HOP_HUMAN,7019889.841143609,7365757.237161891,-0.057002228698099976,0.7965622618794441,0.867219213874649
sp|Q96SU4|OSBL9_HUMAN,1671535.7794239058,1689419.581761109,0.02342607165662789,0.7965622618794441,0.867219213874649
sp|Q13685|AAMP_HUMAN,8653080.307059528,8843053.546979984,-0.18477702348450048,0.7965622618794441,0.867219213874649
sp|Q9BQ39|DDX50_HUMAN,777637.4964235679,847307.8330997863,-0.04264513844576838,0.7965622618794441,0.867219213874649
sp|Q9Y5N5|N6MT1_HUMAN,1000378.2682911445,1064990.0692226752,-0.130683012323525,0.7965622618794441,0.867219213874649
sp|P56385|ATP5I_HUMAN,13373361.925991854,11839111.729593476,-0.2594180494391356,0.7965622618794441,0.867219213874649
sp|P35998|PRS7_HUMAN,35683227.58839629,37966783.06808818,-0.011810592091114324,0.7965622618794441,0.867219213874649
sp|Q9UGM5|FETUB_HUMAN,3104634.287370792,3334748.8742849426,-0.07531986607210696,0.7965622618794441,0.867219213874649
sp|Q13813|SPTN1_HUMAN,757086638.1079682,788382366.1855451,0.04570885349874613,0.7965622618794441,0.867219213874649
sp|A6NNZ2|TBB8B_HUMAN,398270427.9914872,423672914.0604444,0.04234114741964259,0.7965622618794441,0.867219213874649
sp|Q38SD2|LRRK1_HUMAN,3752882.542413913,3927258.0327569046,-0.4790244738473537,0.7965622618794441,0.867219213874649
sp|Q9BS92|NPS3B_HUMAN,90646662.8281047,89242419.9709375,-0.06522633143750323,0.7965622618794441,0.867219213874649
sp|Q9H3K2|GHITM_HUMAN,380150.8977494592,354412.3254306242,-0.19405967118211093,0.7965622618794441,0.867219213874649
sp|O00231|PSD11_HUMAN,22024415.70442391,23921655.662563384,0.06439201893421094,0.7965622618794441,0.867219213874649
sp|P08697|A2AP_HUMAN,277240839.09612507,280364797.7737279,-0.1773911180853284,0.7965622618794441,0.867219213874649
sp|P53582|MAP11_HUMAN,6750334.069847203,6723735.587331235,0.07805974462798927,0.7965622618794441,0.867219213874649
sp|P37802|TAGL2_HUMAN,1163801991.4291704,1148771467.7340293,-0.0755040230237467,0.7965622618794441,0.867219213874649
sp|P09210|GSTA2_HUMAN / sp|P08263|GSTA1_HUMAN / sp|GSTA1_HUMAN|P08263,15200890.684328778,15207993.965611774,-0.08760215283228225,0.7965622618794441,0.867219213874649
